shard,model,field,why_missing,what_i_tried
amd-ryzen-mob-a,Ryzen 5 5500H,arch,"Branded 'Ryzen 5' but is a 4C/8T part, atypical for the Cezanne 6-core Ryzen 5 tier - may actually be Lucienne(Zen2)-derived rather than Zen3 Cezanne","Checked cpu-world, pchardware, cputronic; sources disagree/are silent on exact core microarchitecture, majority list TSMC 7nm/Cezanne family page grouping"
amd-ryzen-mob-a,Ryzen 5 5605G,base_clock/boost_clock/tdp,"OEM-only refresh SKU; no dedicated tier1/tier3 spec page, specs presumed identical to 5600G",Checked tomshardware family overview; only mentioned in passing as part of 6-chip refresh announcement
amd-ryzen-mob-a,Ryzen 5 5605GE,base_clock/boost_clock/tdp,OEM-only 35W refresh SKU; no dedicated spec page found,Checked tomshardware family overview; not independently detailed
amd-ryzen-mob-a,Ryzen 5 PRO 5650GE,base_clock/boost_clock,No dedicated spec page found; presumed parity with non-PRO 5600GE,"Checked wccftech PRO-series article; only 5750G/5650G/5350G detailed individually, GE variants only mentioned as siblings"
amd-ryzen-mob-a,Ryzen 5 PRO 5655G,base_clock/boost_clock/tdp,Direct AMD.com page for non-GE 5655G not returned; inferred from PRO 5650G and sibling 5655GE comparison,Checked amd.com search results; only 5655GE page surfaced directly
amd-ryzen-mob-b,Ryzen 3 PRO 7330U,launch_date,conflicting sources with no clear majority (Q4 2022 vs Q1 2023 for non-PRO sibling),searched NotebookCheck/cputronic/pc-builds; used Q4 2022 as best available but flagged low confidence
amd-ryzen-mob-b,Ryzen 7 PRO 5875U,part_number,no official AMD OPN/part number surfaced in search results,searched AMD support/driver pages and secondary databases; none listed a part number
amd-ryzen-mob-b,Ryzen 3 PRO 4450U,part_number,no official AMD OPN surfaced,searched WikiChip/notebookcheck; not found
amd-ryzen-mob-b,Ryzen 3 PRO 4355GE,launch_date,exact date not found beyond 2022 refresh wave,searched techpowerup/cpu-monkey; only year-level confirmation
amd-ryzen-mob-b,Ryzen 7 160,launch_price_usd,no public price found,OEM-embedded chip no boxed retail SKU pricing published
amd-ryzen-mob-b,Ryzen 7 170,launch_price_usd,no public price found,OEM-embedded chip not sold at retail
amd-ryzen-mob-b,Ryzen 5 130,launch_price_usd,no public price found,OEM-embedded chip searched multiple aggregators
amd-ryzen-mob-b,Ryzen 5 130,ecc,unconfirmed for this exact SKU,one secondary source mentioned ECC for the family generally but not this SKU specifically
amd-ryzen-mob-b,Ryzen 5 150,launch_price_usd,no public price found,OEM-embedded chip searched multiple aggregators
amd-ryzen-mob-b,Ryzen 3 110,launch_price_usd,no public price found,OEM-embedded chip searched multiple aggregators
amd-ryzen-mob-b,Ryzen 3 30,part_number,not published,searched AMD.com and aggregators only generic OEM listings found
amd-ryzen-mob-b,Ryzen 3 7320C,launch_price_usd,no public price found,Chromebook OEM part no boxed pricing
amd-ryzen-mob-b,Ryzen 5 40,launch_price_usd,no public price found,OEM-embedded chip searched multiple aggregators
amd-ryzen-mob-b,Ryzen 5 40,part_number,not published,no dedicated retail part number found
amd-ryzen-mob-b,Ryzen 5 7520C,launch_price_usd,no public price found,Chromebook OEM part
amd-ryzen-mob-b,Athlon Gold 20,launch_price_usd,no public price found,OEM-embedded chip
amd-ryzen-mob-b,Athlon Gold 7220C,l3_cache,conflicting values across sources (2MB vs 4MB),notebookcheck lists 2MB while other aggregators and matched 7220U sibling list 4MB; resolved to 4MB by analogy but flagged low confidence
amd-ryzen-mob-b,Athlon Gold 7220U,launch_date,quarter-level disagreement (Q1 2023 vs Q3 2022),aggregators disagree; picked Q1 2023 as majority view
amd-ryzen-mob-b,Athlon Silver 10,launch_price_usd,no public price found,OEM-embedded chip
amd-ryzen-mob-b,Athlon Silver 7120C,boost_clock,conflicting values (3.1 GHz vs 3.5 GHz),sources disagree; resolved to 3.5 GHz by analogy to identical 7120U die
amd-ryzen-mob-b,AMD 3015Ce,launch_date,quarter disagreement (Q2 2021 vs Q3 2020),some sources conflate with 3015e's Q3 2020 launch; used Q2 2021 as most C-variant-specific citation found
amd-ryzen-mob-b,Athlon Gold 3150C,mem_channels,not explicitly confirmed as dual vs single,no source explicitly stated channel count for the C-variant specifically
amd-ryzen-mob-b,Ryzen 3 3250C,arch,microarchitecture label ambiguity (Zen vs Zen+ vs Picasso),Dali family described inconsistently across sources; no tier-1 AMD source labeling this exact SKU
amd-ryzen-mob-b,Athlon Gold 3150G (OEM Only),igpu_clock,no independent Vega 3 clock published for this exact SKU,searched TechPowerUp/technical.city/cputronic; only found clock for sibling parts
amd-ryzen-mob-b,Athlon Gold 3150G (OEM Only),launch_price_usd,OEM-only part never had public retail pricing,searched multiple retailer/aggregator sites; no price listings found
amd-ryzen-mob-b,Ryzen 3 3200GE (OEM Only),igpu_clock,no independent Vega 8 clock confirmed for the non-PRO 3200GE,searched technical.city/cputronic
amd-ryzen-mob-b,Ryzen 5 3400GE (OEM Only),igpu_clock,Vega 11 clock not stated in available secondary sources,searched cputronic/technical.city
amd-ryzen-mob-b,Ryzen 5 PRO 3350G,igpu_clock,Vega 10 clock not stated for this SKU,searched pchardware/technical.city/cpugate
amd-ryzen-mob-b,Ryzen 5 PRO 3400GE,igpu_clock,Vega 11 clock not stated for this SKU,searched fpsbench/pchardware/cpu-compare
amd-ryzen-mob-b,Ryzen 5 3500C,igpu_clock,Chromebook C-series iGPU clock not published,searched techarp/kitguru/gizbot/thefpsreview
amd-ryzen-mob-b,Ryzen 7 3700C,igpu_clock,Chromebook C-series iGPU clock not published,searched techarp/kitguru/gizbot
amd-ryzen-mob-b,Athlon Silver 3050GE (OEM Only),base_clock,source only gives single max-turbo figure with unlocked multiplier; unclear if distinct lower base exists,searched technical.city/askgeek
amd-ryzen-mob-b,Athlon Silver 3050GE (OEM Only),igpu_model,no iGPU details found in available sources,searched technical.city/askgeek/productindetail
amd-ryzen-mob-b,Athlon Silver 3050GE (OEM Only),igpu_cores,no iGPU details found,searched technical.city/askgeek
amd-ryzen-mob-b,Athlon Silver PRO 3125GE,base_clock,no exact clock found beyond relative PassMark comparison vs 3050GE,searched technical.city/productindetail
amd-ryzen-mob-b,Athlon Silver PRO 3125GE,boost_clock,same as above,searched technical.city/productindetail
amd-ryzen-mob-b,Athlon Silver PRO 3125GE,igpu_model,no iGPU details found,searched technical.city/productindetail
amd-ryzen-mob-b,Athlon Silver PRO 3125GE,igpu_cores,no iGPU details found,searched technical.city/productindetail
amd-ryzen-mob-b,all Picasso/Raven Ridge/Dali OEM-only and PRO desktop SKUs,part_number,part numbers not surfaced by secondary sources used,relied on TechPowerUp/WikiChip/notebookcheck/technical.city/cputronic aggregators which generally omit OPN numbers
amd-ryzen-mob-b,all Picasso models,pcie_lanes,exact usable PCIe lane counts per SKU not stated by secondary sources,secondary sources state PCIe 3.0 generation only not lane counts; AMD legacy product pages not fetched directly to avoid overflow
amd-ryzen-mob-b,Ryzen 3 2200GE,launch_price_usd,OEM-only channel part,searched TechPowerUp/Tom's Hardware/WCCFTech announcement coverage; no consumer MSRP ever published for GE-suffix parts
amd-ryzen-mob-b,Ryzen 5 2400GE,launch_price_usd,OEM-only channel part,GE parts sold only to OEMs/system integrators
amd-ryzen-mob-b,Ryzen 3 PRO 2200G,launch_price_usd,PRO parts sold through business/OEM channel not retail,checked cpu-world/topcpu/technical.city; no MSRP listed
amd-ryzen-mob-b,Ryzen 3 PRO 2200GE,launch_price_usd,PRO+GE OEM part with minimal press coverage,checked WikiChip and PRO series drivers page; no exact price found
amd-ryzen-mob-b,Ryzen 3 PRO 2300U,launch_price_usd,mobile OEM part not individually priced,AMD driver page and WikiChip lack MSRP
amd-ryzen-mob-b,Ryzen 5 PRO 2400GE,launch_price_usd,PRO+GE OEM part with minimal press coverage,only benchmark comparison pages found
amd-ryzen-mob-b,Ryzen 5 PRO 2500U,launch_price_usd,mobile OEM part,same rationale as other PRO mobile parts
amd-ryzen-mob-b,Ryzen 7 PRO 2700U,launch_price_usd,mobile OEM part,same rationale as other PRO mobile parts
amd-ryzen-mob-b,Athlon 220GE,launch_date,exact day-level launch date not found in press coverage,checked TechPowerUp WikiChip Tom's Hardware review; only approximate Q1 2019 window established
amd-ryzen-mob-b,Athlon 240GE,launch_date,exact day-level launch date not found,same sources as Athlon 220GE
amd-ryzen-mob-b,Athlon 300GE,launch_price_usd,no retail/press MSRP found,checked cpu-monkey quietpc cputronic; none cite original launch price
amd-ryzen-mob-b,Athlon 320GE,launch_date,OEM-only part with no dedicated press launch,checked cpu-world compare page TechPowerUp; no launch announcement found
amd-ryzen-mob-b,Athlon 320GE,launch_price_usd,OEM-only part with no dedicated press launch,checked cpu-world compare page TechPowerUp; no launch announcement found
amd-ryzen-mob-b,Athlon PRO 200GE,launch_price_usd,business-channel OEM part,checked WikiChip cpu-world cputronic; no MSRP published
amd-ryzen-mob-b,Athlon PRO 200U,launch_date,only general-year (2018) mentions found, no month/day
amd-ryzen-mob-b,Athlon PRO 200U,igpu_clock,no SKU-specific GPU clock explicitly published,assumed 1000MHz by analogy to other Vega 3 Raven Ridge parts; not independently confirmed
amd-ryzen-mob-b,Athlon PRO 300GE,launch_price_usd,business-channel OEM part,checked WikiChip SHI product page cpu-world; no MSRP found
amd-ryzen-mob-b,Ryzen 3 2200GE,part_number,not found in sources checked,searched Amazon/cpu-world/TechPowerUp listings; GE parts OEM-only
amd-ryzen-mob-b,Ryzen 5 2400GE,part_number,not found in sources checked,same as above
intel-arc,Arc A310,l2_cache,Intel ARK does not publish L2 cache size for Arc desktop parts,Checked ARK spec page; no L2 cache field listed; not corroborated on TechPowerUp either
intel-arc,Arc A380,l2_cache,Intel ARK does not publish L2 cache size for Arc desktop parts,Checked ARK spec page
intel-arc,Arc A580,l2_cache,Intel ARK does not publish L2 cache size for Arc desktop parts,Checked ARK spec page
intel-arc,Arc A750,l2_cache,Intel ARK does not publish L2 cache size for Arc desktop parts,Checked ARK spec page
intel-arc,Arc A770 8GB,l2_cache,Intel ARK does not publish L2 cache size for Arc desktop parts,Checked ARK spec page
intel-arc,Arc A770 16GB,l2_cache,Intel ARK does not publish L2 cache size for Arc desktop parts,Checked ARK spec page
intel-arc,Arc A350M,l2_cache,Intel ARK does not publish L2 cache size for Arc mobile parts,Checked ARK spec page
intel-arc,Arc A370M,l2_cache,Intel ARK does not publish L2 cache size for Arc mobile parts,Checked ARK spec page
intel-arc,Arc A550M,l2_cache,Intel ARK does not publish L2 cache size for Arc mobile parts,Checked ARK spec page
intel-arc,Arc A730M,l2_cache,Intel ARK does not publish L2 cache size for Arc mobile parts,Checked ARK spec page
intel-arc,Arc A770M,l2_cache,Intel ARK does not publish L2 cache size for Arc mobile parts,Checked ARK spec page
intel-arc,Flex 140,mem_speed,Card-level bandwidth not clearly published as single figure for dual-GPU card (per-GPU 6GB/96-bit bus figure not confirmed to tier-1 precision),Searched Intel ARK + Tom's Hardware + topcpu.net; found per-die core/memory but not a clean bandwidth GB/s figure I could confirm to tier-1
intel-arc,Flex 170,mem_speed,Search summaries reported GB/s bandwidth but not a distinct Gbps memory speed figure tier-1 confirmed,Would need direct ARK fetch to confirm Gbps memory clock; bandwidth figure (576 GB/s) already captured via mem_speed field instead
intel-arc,Max 1100,l3_cache,Intel ARK/datasheet did not surface an L2/Rambo cache figure for the 1100 in search summaries (unlike 1550's well-documented 408MB),Searched ARK + Intel datasheet PDF summary; L2 cache size for the cut-down 56-Xe-core 1100 not found in available snippets
intel-arc,Max 1450,source_url,Could not reach an Intel ARK tier-1 deep link for Max 1450 without risking a direct-fetch overflow per method notes; relied on tier-3 press coverage,Searched multiple times; Max 1450 appears on Intel's Max Series ARK family page but individual SKU URL not confirmed in search snippets
intel-arc,Max 1450,l3_cache,"Assumed identical to Max 1550 (408 MB) based on same full-die config, but not independently tier-1 confirmed for this specific SKU",Not fetched directly; left blank in CSV rather than assume - see notes.md
intel-client-dt,Core Ultra 5 235UA,segment,SKU exists on ARK (sku/243859) but Vertical Segment=Mobile not Desktop,Fetched and grepped ARK page directly; confirmed via 'Vertical Segment' field=Mobile. Excluded from this desktop-only shard per task convention (segment=desktop); belongs in the mobile Core Ultra shard instead.
intel-client-dt,Core Ultra 9 285K,igpu_cores,ARK does not label the Xe-core count field explicitly; value appeared as unlabeled span due to footnote markup on original 8 rows written before the Xe-core-count pattern was recognized,"Left blank in the original 8 rows (285K/285/285T/265K/265KF/265F/265T/265); pattern was later identified on subsequent SKUs (value appears right after 'Graphics Output' resolution string, e.g. 245K=4 225=2 235=3). Recommend backfill pass re-grepping the original 8 fetch files to extract this value p"
intel-client-dt,Core Ultra 5 245KF,ecc,Single-line span grep did not capture the ECC Yes/No line for this SKU (label likely has footnote/nested markup breaking the regex match),Manually inferred ECC=No from the consistent F-suffix pattern (265KF/265F/225F/225T all showed ECC=No); not directly read as text for 245KF specifically. Row written with confidence=medium and this caveat noted.
intel-client-dt,All 22 SKUs,part_number,ARK 'Processor Number' field only gives short marketing number (e.g. 245K) not a boxed ordering part number (e.g. BX80768245K),"Did not fetch each SKU's separate /ordering.html ARK subpage to avoid excessive additional fetches per SKU; left blank for all rows rather than invent values. A couple of boxed part numbers were incidentally seen in third-party retailer listings during Plus-series research (e.g. BX80768270K, BX80768"
intel-client-dt,Core i9-14900,launch_price_usd,not surfaced in ARK search excerpt for non-K SKU,"searched ""Core i9-14900 (non-K) ARK specifications""; only K/KF/F/T/KS prices confirmed"
intel-client-dt,Core i9-14900,part_number,boxed part number (BX...) not surfaced,searched ARK/retail listings; not found in excerpt returned
intel-client-dt,Core i9-14900KS,part_number,confirmed BX8071514900KS via retailer listing title only (not ARK page itself),used retailer product title as corroboration; treat as medium confidence
intel-client-dt,Core i7-14700,launch_price_usd,not surfaced in ARK search excerpt for non-K SKU,"searched ""Core i7-14700 (non-K) ARK specifications""; only K/KF/F/T prices confirmed"
intel-client-dt,Core i7-14700,part_number,boxed part number not surfaced,searched ARK/retail listings; not found in excerpt returned
intel-client-dt,Core i5-14600,launch_price_usd,not surfaced in ARK search excerpt for non-K SKU,"searched ""Core i5-14600 (non-K) ARK specifications""; only K/KF/T prices confirmed"
intel-client-dt,Core i5-14600,part_number,boxed part number not surfaced,searched ARK/retail listings; not found in excerpt returned
intel-client-dt,ALL_SKUS,igpu_clock,ARK Graphics Max Dynamic Frequency value not captured in any WebSearch excerpt,search snippets consistently omitted this field; would require direct ARK page fetch (ARK pages were too large - 400K+ chars - for full web_fetch in this session)
intel-client-dt,ALL_SKUS,all_core_boost,Intel ARK does not publish an all-core boost spec field for these SKUs,ARK only exposes Max Turbo Frequency P-core Max Turbo E-core Max Turbo and (i9-only) Turbo Boost Max 3.0 Frequency and Thermal Velocity Boost Frequency - no single-value all-core figure
intel-client-dt,MOST_SKUS,part_number,boxed retail Ordering Code (BX80715...) only captured for i5-14500 i9-14900KS i7-14700K/KF/F i5-14600K i3-14100,ARK product pages include an Ordering Code table further down the page that was not reachable via WebSearch snippets; would need direct ARK page fetch per SKU
intel-client-dt,Core i9-13900T,igpu_cores,not individually confirmed on ARK for this SKU,searched ARK snippets and secondary sources; only confirmed for K/KF/i7-13700 variants; assumed 32 EU by family pattern but left blank rather than assert
intel-client-dt,Core i9-13900T,igpu_clock,not individually confirmed on ARK for this SKU,WebSearch summaries did not return Graphics Base/Max Dynamic Frequency values for this exact SKU
intel-client-dt,Core i9-13900T,mem_max_capacity,not found in search results for this exact SKU,did not surface a Max Memory Size figure specific to this SKU; left blank given conflicting 128/192GB values elsewhere in family
intel-client-dt,Core i9-13900T,part_number,no confirmed boxed/tray ordering code found,one listing referenced an unconfirmed tray code fragment in a URL slug; not validated against an authoritative source
intel-client-dt,Core i9-13900T,all_core_boost,ARK snippets did not list a distinct all-core turbo figure,left blank rather than assume it equals Max Turbo Frequency
intel-client-dt,Core i9-13900,igpu_clock,not found for this exact SKU,search snippets did not return Graphics Base/Max Dynamic Frequency for this SKU
intel-client-dt,Core i9-13900,mem_max_capacity,conflicting values across sources (128GB vs 192GB seen on sibling F/K/KF/KS ARK pages),used ARK-quoted 128GB but flagged unresolved conflict; recommend direct ARK page fetch to resolve
intel-client-dt,Core i9-13900F,launch_date,not independently confirmed via direct ARK fetch,inferred Q1'23 from sibling non-K SKUs launching same wave
intel-client-dt,Core i9-13900KS,igpu_clock,not found in search results for this exact SKU,summaries confirmed UHD Graphics 770 presence but not specific Graphics Max Dynamic Frequency
intel-client-dt,Core i9-13900KS,tdp_config_up (real-world vs ARK),TechPowerUp reports an unofficial 320W board default turbo power mode not reflected in ARK's 253W,logged as source disagreement; used ARK 253W value as the tier-1 figure
intel-client-dt,Core i7-13700T,pcie_gen/pcie_lanes exact wording,not individually re-verified via direct ARK fetch for this SKU,"used platform-consistent inferred value (5.0, 20 lanes)"
intel-client-dt,Core i7-13700,mem_max_capacity,conflicting values (128GB vs 192GB) seen across different search passes,used 192GB from more detailed pass; flagged conflict rather than silently picking one
intel-client-dt,Core i7-13700KF,part_number,tray part number not surfaced in searches,only boxed BX8071513700KF confirmed
intel-client-dt,Core i5-13600K,mem_max_capacity,not stated in any retrieved ARK summary for this SKU,"value present for sibling SKUs (13600T/13600=192GB, 13500/13500T/13700-series=128GB) but not confirmed for 13600K itself; left blank rather than guess"
intel-client-dt,Core i5-13600,igpu_clock,ARK summary did not include Graphics Max Dynamic Frequency for this specific SKU,"only 13600K (1.50GHz) and 13500 (1.55GHz) values were returned in search results, not the non-K 13600"
